Energy	Th_initial	
0.029566296	0.143895380	0.002877907600000
0.029573077	0.143878880	0.002877577600000
0.029579857	0.143862390	0.002877247800000
0.029586742	0.143845660	0.002876913200000
0.029593522	0.143829180	0.002876583600000
0.029600302	0.143812700	0.002876254000000
0.029607187	0.143795980	0.002875919600000
0.029613968	0.143779520	0.002875590400000
0.029620748	0.143763060	0.002875261200000
0.029627632	0.143746360	0.002874927200000
0.029634412	0.143729910	0.002874598200000
0.029641192	0.143713480	0.002874269600000
0.029648078	0.143696790	0.002873935800000
0.029654859	0.143680360	0.002873607200000
0.029661639	0.143663940	0.002873278800000
0.029668523	0.143647270	0.002872945400000
0.029675407	0.143630610	0.002872612200000
0.029682187	0.143614200	0.002872284000000
0.029688968	0.143597800	0.002871956000000
0.029695854	0.143581150	0.002871623000000
0.029702738	0.143564510	0.002871290200000
0.029709622	0.143547880	0.002870957600000
0.029716402	0.143531500	0.002870630000000
0.029723182	0.143515130	0.002870302600000
0.029730067	0.143498510	0.002869970200000
0.029736952	0.143481900	0.002869638000000
0.029743837	0.143465290	0.002869305800000
0.029750617	0.143448950	0.002868979000000
0.029757397	0.143432600	0.002868652000000
0.029764282	0.143416010	0.002868320200000
0.029771166	0.143399430	0.002867988600000
0.029778051	0.143382850	0.002867657000000
0.029784937	0.143366280	0.002867325600000
0.029791821	0.143349710	0.002866994200000
0.029798705	0.143333160	0.002866663200000
0.029805485	0.143316850	0.002866337000000
0.029812265	0.143300550	0.002866011000000
0.029819151	0.143284010	0.002865680200000
0.029826036	0.143267470	0.002865349400000
0.029832920	0.143250940	0.002865018800000
0.029839804	0.143234420	0.002864688400000
0.029846689	0.143217900	0.002864358000000
0.029853573	0.143201380	0.002864027600000
0.029860458	0.143184870	0.002863697400000
0.029867344	0.143168370	0.002863367400000
0.029874228	0.143151870	0.002863037400000
0.029881112	0.143135380	0.002862707600000
0.029887997	0.143118890	0.002862377800000
0.029894881	0.143102410	0.002862048200000
0.029901766	0.143085940	0.002861718800000
0.029908652	0.143069470	0.002861389400000
0.029915536	0.143053010	0.002861060200000
0.029922420	0.143036550	0.002860731000000
0.029929305	0.143020100	0.002860402000000
0.029936189	0.143003650	0.002860073000000
0.029943074	0.142987210	0.002859744200000
0.029949959	0.142970770	0.002859415400000
0.029956844	0.142954340	0.002859086800000
0.029963728	0.142937920	0.002858758400000
0.029970612	0.142921500	0.002858430000000
0.029977497	0.142905090	0.002858101800000
0.029984382	0.142888690	0.002857773800000
0.029991267	0.142872280	0.002857445600000
0.029998256	0.142855640	0.002857112800000
0.030005245	0.142839000	0.002856780000000
0.030012129	0.142822620	0.002856452400000
0.030019013	0.142806240	0.002856124800000
0.030025898	0.142789870	0.002855797400000
0.030032783	0.142773500	0.002855470000000
0.030039668	0.142757140	0.002855142800000
0.030046657	0.142740540	0.002854810800000
0.030053645	0.142723940	0.002854478800000
0.030060530	0.142707600	0.002854152000000
0.030067414	0.142691260	0.002853825200000
0.030074299	0.142674920	0.002853498400000
0.030081289	0.142658350	0.002853167000000
0.030088278	0.142641780	0.002852835600000
0.030095162	0.142625460	0.002852509200000
0.030102046	0.142609150	0.002852183000000
0.030108931	0.142592850	0.002851857000000
0.030115920	0.142576300	0.002851526000000
0.030122910	0.142559760	0.002851195200000
0.030129794	0.142543470	0.002850869400000
0.030136678	0.142527190	0.002850543800000
0.030143667	0.142510670	0.002850213400000
0.030150656	0.142494150	0.002849883000000
0.030157541	0.142477880	0.002849557600000
0.030164531	0.142461380	0.002849227600000
0.030171519	0.142444880	0.002848897600000
0.030178404	0.142428630	0.002848572600000
0.030185288	0.142412390	0.002848247800000
